D_R,con1,edo,muni,loca,ageb,hr_ini1,min_ini1,hr_ter1,min_ter1,dura1,resul1,hr_ini2,min_ini2,hr_ter2,min_ter2,dura2,resul2,hr_ini3,min_ini3,hr_ter3,min_ter3,dura3,resul3,hr_ini4,min_ini4,hr_ter4,min_ter4,dura4,resul4,p1,p2,p3_1,p3_2,p3_3,p3_4,p3_5,p3_6,p3_7,p3_8,p3_9,p3_10,p4_1,p4_2,p4_3,p5_1,p5_2,p5_3,p5_4,p6_1,p6_2,p6_3,p6_4,p6_5,p6_6,p6_7,p7_1,p7_2,p7_3,p7_4,p7_5,p7_6,p7_7,p7_8,p7_9,p7_10,p8,p8_2,p9,p9_1,p9_2,p10_1,p10_2,p10_3,p10_4,p10_5,p10_6,p10_7,p10_8,p10_9,p10_10,p10_11,p10_12,p10_13,p10_14,p10_15,p11,p11a_1,p12,p12a_1,p13,p13a_1,p14,p15_1,p15_2,p15_3,p15_4,p15_5,p15_6,p15_7,p16,p16_1,p16_2,p16_3,p17,p18,p19_1,p19_2,p19_3,p20_1,p20_2,p20_3,p20_1a_1,p20_2a_1,p20_3a_1,p21,p21_1,p21_2,p21_3,p22,p23,p24,p25,p26_1,p26_2,p26_3,p26_4,p26_5,p26_6,p27,p27a_1,p28,p29,p29a,p30,p30aa_1,p31,p32_1,p32_2,p32_3,p33,p34,p35_1,p35_2,p35_3,p35_4,p36,p37,p38,p39,p40,p41,p41aa_1,p42,p43_1,p43_2,p43_3,p43_4,p43_5,p43_6,p44,p45,p46,p47,p48,p49_1,p49_2,p49_3,p49_4,p49_5,p50_1,p50_2,p50_3,p50_4,p50_5,p50_6,p50_7,p50_8,p51,p52,p53,p54,p55,p56_1,p56_2,p56_3,p56_4,p56_5,p57,p57a_1,p58,p59,p60_1,p60_2,p60_3,p60_4,p61,p62_1,p62_2,p62_3,p62_4,p62_5,p63_1,p63_2,p63_3,p63_4,p63_5,p64,p65,p66,p67_1,p67_2,p67_3,p67_4,p67_5,p68otra,p68,p68_1,p69a,p69b,p69ba,p70,p71,p71_1_1,p71_1_2,p71_1_3,p72,p73_1,p73_2,p73_3,p73_4,sd1,sd2,sd3,sd4,sd4a,sd5,sd6,sd7,sd8,sd9,sd10,sd11,sd12,sd13,sd14,sd15,sd16,obser,sexo,edad_1,escol,cond_act,est_civil,ing_ind,ing_fam,total2,Region,Estrato,Tam_loc,Pondi2,Pondi_v
 ,11,30,47,1,007-A,15,3,15,11,8,5,15,22,15,55,33,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,3,3,3,3,3,3,3,3,3,pobreza, , ,8,8,8,8,2,1,2,2,3,3,3,8,8,8,8,8,8,8,8,8,8,98,98,3,-1,-1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,999,99,99,1,2,2,2,1,1,1,2,-1,-1,-1,8,4,1,2,3,11,12,99,1,2,99,2,-1,-1,-1,2,-1,-1,4,1,1,1,8,8,8,98,98,1,98,98,98,98,8,8,8,8,8,2,1,1,1,1,3,8,8,8,8,97,97,8,8,8,8,8,8,8,2,8,1,8,2,8,8,8,8,8,2,2,2,2,2,2,2,2,8,8,98,98,3,1,2,2,2,1,98,98,1,8,8,8,8,8,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,8,8,2,2,8,8,2,2,2,-1,30,TUXPAN,TUXPAN,3,2,-1,-1,-1,3,2,2,2,2,1,70,2,1,-1,-1,2,6,9,-1,-1,-1,-1,-1,-1,988888,98, ,1,7,1,2,6,-1,988888,1,4,42,2,41353,14433
 ,12,30,112,8,999-9,7,4,7,56,52,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,8,4,4,4,4,4,4,4,4,4,4,98, , ,8,8,8,8,1,3,2,3,3,3,3,1,1,1,3,1,3,1,1,1,3,niños,13,3,-1,-1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,maldad,6,98,98,999,99,99,3,3,3,3,3,3,3,2,-1,-1,-1,2,4,1,4,2,98,-1,-1,98,-1,-1,2,-1,-1,-1,2,-1,-1,2,1,1,1,3,3,3,18,2,1,97,97,se mueren,6,1,1,1,1,5,2,1,1,1,1,8,8,2,1,8,97,97,3,1,1,1,1,1,1,2,2,1,3,2,8,8,8,8,8,1,1,1,1,1,1,1,1,2,3,20,11,8,1,1,1,1,1,98,98,1,5,4,8,8,8,1,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,8,1,1,1,2,3,2,2,-1,30,VERACRUZ CHACALTIAGUIS,CHACALTIAGUIS,4,2,-1,-1,-1,5,2,2,2,2,2,40,2,1,-1,-1,2,5,8,-1,-1,-1,-1,-1,-1,988888,98, ,2,4,1,2,1,-1,988888,1,4,44,4,185189,66616
 ,13,9,13,1,059-9,9,16,9,52,36,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,4,4,4,4,4,3,4,4,4,3,pobreza,desempleo,inseguridad,4,4,2,2,8,3,3,3,3,3,3,1,1,1,3,3,3,1,3,1,3,99,99,3,-1,-1,5,0,0,2,3,2,4,2,2,2,3,2,4,3,3,99,99,99,99,23,20,11,1,1,1,1,1,1,1,2,-1,-1,-1,1,3,1,2,-1,43,-1,-1,3,-1,-1,2,-1,-1,-1,2,-1,-1,4,1,1,1,2,3,3,12,2,1,98,98,98,98,1,2,8,1,8,2,2,1,1,1,2,3,3,4,1,98,98,3,5,5,5,5,5,5,2,3,2,2,2,1,2,2,2,2,1,3,1,2,2,3,2,2,3,3,98,98,2,1,1,1,1,1,98,98,1,3,8,8,8,8,1,8,8,8,8,8,-1,-1,-1,-1,-1,8,2,3,2,8,2,1,1,2,2,-1,9,XOCHIMILCO,XOCHIMILCO,3,2,-1,-1,-1,1,2,2,2,2,2,28,2,1,-1,-1,2,1,8,-1,-1,-1,-1,-1,-1,2200,1, ,2,3,1,2,1,-1,3,1,2,21,1,38090,1705
 ,14,16,53,1,111-1,9,17,9,43,26,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,3,3,4,4,3,3,4,4,4,4,trabajo, , ,2,2,2,2,3,3,3,3,3,1,3,3,3,3,3,1,3,1,3,3,3,discriminación,7,3,-1,-1,98,98,98,98,98,99,98,98,98,98,98,98,98,98,98,98,98,98,98,999,99,11,3,3,1,1,3,3,3,2,-1,-1,-1,2,4,6,1,-1,98,-1,-1,98,-1,-1,1,11,2,-1,2,1,1,2,1,1,1,3,3,3,99,99,1,98,98,99,99,1,2,2,1,6,2,1,1,2,2,2,3,1,1,1,97,97,4,8,1,5,8,8,1,2,3,2,2,9,4,4,4,4,4,3,3,3,3,2,2,1,2,3,3,99,11,2,1,1,1,3,3,98,98,1,1,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,8,2,3,1,1,3,3,3,2,2,-1,16,MICHOACAN LUTO DE EZPERANZA,MICHOACAN,10,2,-1,-1,-1,9,1,2,2,2,2,83,2,1,-1,-1,2,2,8,-1,-1,-1,-1,-1,-1,988888,98, ,2,7,1,2,2,-1,988888,1,1,11,1,176876,25961
 ,15,25,12,304,125-A,10,35,11,7,32,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,1,2,1,1,1,2,1,1,desierto, , ,2,2,1,1,1,3,3,3,2,2,1,3,2,3,2,2,3,2,3,3,3,papeles,10,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,desierto,1,agua,1,999,99,99,1,1,3,3,1,3,3,2,-1,-1,-1,1,4,1,3,12,19,-1,-1,7,-1,-1,1,11,1,2,1,2,1,2,2,1,2,1,1,1,13,4,1,el buen trabajo de los mexicanos,16,97,97,1,2,1,2,2,2,1,1,1,1,1,1,2,4,1,adaptarse,4,2,1,4,2,1,3,3,1,2,1,2,2,1,2,2,2,3,1,2,1,2,1,2,2,2,3,1,18,12,3,1,1,2,2,2,98,98,1,3,1,2,2,1,3,1,2,2,2,2,5,-1,-1,-1,-1,1,2,3,1,1,2,2,1,2,2,-1,25,MAZATLAN,MAZATLAN,2,2,-1,-1,-1,4,1,2,1,1,1,50,1,1,-1,-1,2,1,1,4,4,3,3,999999,1,999999,1, ,1,5,1,1,1,999999,999999,1,3,33,3,31164,13437
 ,16,16,53,31,999-9,12,10,12,42,32,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,8,4,4,4,4,4,4,4,4,4,4,98, , ,2,2,2,2,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,3,3,98,98,3,-1,-1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,999,99,99,3,3,3,3,3,3,3,2,-1,-1,-1,2,4,1,-1,-1,98,-1,-1,98,-1,-1,1,11,1,2,2,2,9,2,3,3,2,2,2,8,98,98,1,dinero,11,97,97,1,2,2,1,8,2,1,1,1,1,3,3,3,1,1,98,98,8,8,8,8,8,8,8,2,8,2,2,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,98,98,2,1,1,1,1,8,98,98,1,1,8,8,8,8,1,2,2,2,2,2,-1,-1,-1,-1,-1,1,8,8,8,8,8,8,8,2,2,-1,16,MRELIA,MORELIA,5,2,-1,-1,-1,5,1,1,2,2,2,82,2,1,-1,-1,2,4,8,-1,-1,-1,-1,-1,-1,2000,1, ,2,7,1,2,2,-1,2,1,1,14,4,267810,36802
 ,17,20,188,1,003-6,16,49,18,5,76,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,10,4,4,3,3,4,3,4,3,4,3,pobreza, , ,2,1,2,2,1,3,1,3,3,3,3,1,3,1,2,2,2,3,2,9,9,98,98,3,-1,-1,7,6,7,6,6,7,98,98,98,98,98,98,98,98,98,polleros,7,98,98,998,98,99,1,3,3,2,3,2,3,2,-1,-1,-1,3,1,4,-1,-1,98,-1,-1,98,-1,-1,2,-1,-1,-1,1,2,1,2,1,1,1,1,1,1,98,98,1,dinero,11,98,98,2,2,2,2,5,2,2,3,1,1,3,3,2,4,3,98,98,3,2,3,2,4,3,4,2,2,8,4,2,2,1,3,2,2,2,1,1,2,1,2,1,1,2,2,98,98,3,2,1,1,1,1,98,98,1,2,8,8,8,8,1,2,2,2,2,1,-1,-1,-1,-1,6,8,4,3,8,8,8,8,8,2,2,-1,29,TEPETITLA,TEPETITLA,3,2,-1,-1,-1,5,2,2,2,2,2,52,1,1,-1,-1,2,5,8,-1,-1,-1,-1,-1,-1,988888,98, ,2,5,1,2,1,-1,988888,1,4,43,3,36083,25001
 ,18,21,184,2,999-9,17,10,17,42,32,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,3,4,4,4,2,4,2,4,3,98, , ,3,3,3,3,2,3,3,3,3,3,3,1,2,1,1,1,3,1,1,1,1,98,98,3,-1,-1,8,7,9,8,7,7,5,98,98,5,6,9,98,8,8,migrantes,7,98,98,999,99,99,3,3,8,3,2,3,3,2,-1,-1,-1,2,4,1,4,-1,98,-1,-1,98,-1,-1,1,11,1,3,1,2,8,2,1,8,1,2,3,3,11,1,1,98,98,98,98,2,2,8,1,5,2,3,2,2,2,2,8,8,3,8,97,97,3,2,5,3,2,8,8,2,8,2,2,2,1,2,2,2,2,3,2,2,8,8,8,8,8,3,1,98,98,2,2,2,2,3,3,15,5,1,1,8,8,4,4,1,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,3,1,1,2,3,3,2,2,-1,21,TLAPACOYA,TLAPACOYA,6,1,14,-1,-1,5,1,2,2,2,1,62,2,1,-1,-1,2,4,5,-1,-1,-1,-1,-1,-1,3000,1, ,1,6,1,2,2,-1,3,1,1,14,4,77300,38257
 ,19,26,33,1,021-8,14,10,14,31,21,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,11,4,3,2,2,3,2,3,3,2,3,desempleo,América del sur,trabajo,2,3,3,2,2,2,1,3,3,3,3,2,2,2,2,2,2,2,3,3,3,racismo,7,3,-1,-1,8,8,8,8,8,6,8,7,8,8,7,8,7,8,9,muro,1,América,10,998,98,98,2,3,3,3,2,3,3,2,-1,-1,-1,3,3,1,2,5,12,16,50,2,3,3,1,11,1,3,1,3,3,3,2,2,1,3,3,3,18,2,1,reciben dinero,11,98,98,2,9,1,1,3,2,3,3,3,3,1,1,3,1,2,97,97,3,1,2,3,3,3,4,2,3,2,3,2,2,3,2,3,2,2,2,2,2,1,3,1,2,2,2,23,11,2,2,3,3,3,3,44,6,3,1,4,4,3,4,1,8,8,1,8,1,-1,-1,7,-1,7,1,3,4,3,3,2,2,2,2,2,-1,26,SONORA AHOME,AHOME,4,2,-1,-1,-1,5,2,1,2,2,1,67,1,1,-1,-1,2,5,8,-1,-1,-1,-1,-1,-1,3000,1, ,1,7,1,2,1,-1,3,1,3,32,2,56133,17132
 ,20,7,34,1,010-4,20,37,21,13,36,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,1,2,3,2,2,2,1,1,pobreza,necesidad,familias,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,1,2,1,2,2,1,mejor trabajo,3,3,-1,-1,7,3,4,5,6,6,6,8,7,3,4,4,8,8,8,migrantes,7,paso de centroamericanos,7,23,20,13,1,1,1,1,1,1,1,2,-1,-1,-1,1,2,1,2,3,12,13,11,2,3,1,2,-1,-1,-1,1,4,2,2,2,2,2,2,2,2,12,2,3,envió de dinero,11,las personas dejan a sus familias,1,2,1,1,1,3,2,1,1,1,1,2,1,2,3,1,delincuencia,2,3,1,1,1,1,1,1,1,1,1,2,3,2,2,3,2,2,2,3,2,2,3,3,2,3,2,1,23,19,2,2,1,2,3,2,37,5,2,3,2,2,1,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,2,2,1,2,2,1,1,2,2,2,-1,7,VILLAFLORES,VILLAFLORES,3,2,-1,-1,-1,5,2,2,2,2,2,53,1,1,-1,-1,2,5,8,-1,-1,-1,-1,-1,-1,2000,1, ,2,5,1,2,1,-1,2,1,4,42,2,20829,29933
 ,21,11,44,43,011-1,12,52,13,30,38,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,3,4,4,4,2,2,4,4,4,98, , ,2,2,2,2,1,3,2,3,3,3,3,3,3,3,3,3,3,1,3,1,3,98,98,3,-1,-1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,16,12,99,1,3,1,3,3,1,3,2,-1,-1,-1,2,4,1,-1,-1,14,-1,-1,2,-1,-1,1,11,2,-1,2,5,4,2,1,1,1,1,3,3,18,2,1,98,98,98,98,3,2,1,1,4,2,1,1,1,1,2,1,8,1,3,99,98,3,8,8,8,8,8,8,2,1,2,1,2,8,8,8,8,8,3,3,3,3,2,3,2,3,3,1,18,11,2,1,1,1,1,2,98,98,1,3,8,8,8,8,1,2,2,2,2,1,-1,-1,-1,-1,0,8,4,4,8,8,8,8,8,2,2,-1,11,GUANAJUATO SALAMANCA,SALAMANCA,0,2,-1,-1,-1,5,2,2,2,2,2,52,2,1,-1,-1,2,5,8,-1,-1,-1,-1,-1,-1,1000,1, ,2,5,1,2,1,-1,2,1,1,13,3,43393,15496
 ,22,14,99,1,280-6,9,34,9,59,25,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,4,4,3,4,4,4,3,3,3,3,pobreza,desempleo, ,1,2,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,riesgo,2,2,98,98,0,3,6,6,6,7,0,0,0,0,3,3,3,3,3,98,98,98,98,999,99,99,1,3,3,3,1,1,3,2,-1,-1,-1,1,4,1,4,2,15,24,12,2,1,2,1,11,2,-1,2,5,4,1,2,3,1,3,3,3,11,1,1,97,97,ser maltratados,4,1,2,2,2,3,2,1,1,1,1,1,1,3,1,2,aceptar las costumbres,4,3,3,3,3,3,3,3,2,1,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,1,98,98,3,1,1,1,1,1,16,6,3,2,2,2,5,5,1,2,2,2,2,2,-1,-1,-1,-1,-1,2,2,8,1,1,1,1,1,2,2,-1,14,JALISCO TLAJOMULCO,TLAJOMULCO,4,2,-1,-1,-1,5,2,2,2,2,2,60,1,1,-1,-1,2,3,1,5,5,3,2,1600,1,6800,2, ,2,6,1,1,2,2,5,1,1,13,3,80048,25440
 ,23,21,184,2,999-9,17,39,18,10,31,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,3,3,3,3,3,3,3,3,3,mojados, , ,2,2,2,2,1,3,2,3,3,3,3,1,1,1,3,1,2,2,2,1,3,cruzar por frontera,5,3,-1,-1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,Tijuana,2,98,98,999,99,99,3,3,3,3,3,3,3,2,-1,-1,-1,2,4,13,-1,-1,98,-1,-1,98,-1,-1,1,11,1,3,2,9,2,3,3,3,3,3,3,3,15,5,1,97,97,97,97,3,1,1,1,4,2,1,1,1,1,2,2,3,1,1,98,98,3,1,4,1,2,5,5,2,2,1,3,1,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,98,98,1,3,3,4,3,4,15,5,3,3,5,5,5,5,1,2,2,2,2,2,-1,-1,-1,-1,-1,1,1,3,1,1,2,2,3,2,2,-1,21,99,NC,2,1,14,-1,-1,5,2,1,2,2,1,60,2,1,-1,-1,2,5,1,6,1,3,1,150,1,2000,1, ,1,6,1,1,1,2,2,1,1,14,4,77300,38257
 ,24,11,44,43,014-5,17,47,18,22,35,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,4,4,4,4,4,4,4,4,4,4,mexicano, , ,4,4,4,4,1,3,3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,que no tiene papeles para estar en otro país,10,3,-1,-1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,México,10,98,98,999,99,99,2,3,3,3,3,2,2,2,-1,-1,-1,2,4,4,1,2,98,-1,-1,98,-1,-1,1,11,2,-1,2,9,9,1,1,1,1,1,1,1,12,2,1,98,98,98,98,1,2,1,1,5,2,1,1,1,1,2,1,1,1,1,97,97,3,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,18,11,2,1,1,1,1,1,15,5,1,4,5,5,5,5,1,2,2,2,2,2,-1,-1,-1,-1,-1,1,1,4,2,1,1,1,3,2,2,-1,9,IXTACALCO,IXTACALCO,5,2,-1,-1,-1,5,2,2,2,2,1,60,2,1,-1,-1,2,5,1,4,4,2,1,999999,99,999999,99, ,1,6,1,1,1,999999,999999,1,1,13,3,42064,13893
 ,25,30,47,1,007-A,15,2,15,38,36,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,2,2,2,2,2,2,2,2,2,2,inmigrante,indocumentado,salvadoreño,3,3,3,3,1,3,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,98,98,3,-1,-1,6,6,7,7,8,6,6,6,6,8,8,8,8,8,8,98,98,salvadoreños,3,39,1,17,2,1,1,1,1,1,1,2,-1,-1,-1,2,3,4,6,7,13,-1,-1,3,-1,-1,2,-1,-1,-1,2,-1,-1,2,2,2,2,2,2,2,18,2,1,97,97,97,97,1,2,2,1,3,2,3,3,1,1,2,2,1,1,1,97,97,3,1,1,5,1,1,1,2,1,3,1,2,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,21,41,2,3,3,3,3,3,11,3,1,1,2,2,2,2,1,1,1,1,2,1,4,7,1,-1,1,2,2,2,1,1,2,2,2,1,1,13,27,TENOSIQUE,TENOSIQUE,0,2,-1,-1,-1,1,2,2,2,2,2,20,1,1,-1,-1,1,6,7,-1,-1,-1,-1,-1,-1,999999,99, ,2,2,1,2,6,-1,999999,1,4,42,2,39372,14433
 ,26,15,20,1,016-0,8,6,8,49,43,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,8,3,2,3,1,4,4,4,2,4,2,98, , ,2,3,3,2,2,3,2,3,3,2,3,1,2,1,1,1,2,1,1,1,1,problemas,7,3,-1,-1,98,9,98,98,9,8,9,98,98,8,8,98,98,8,9,Arizona,3,ríos,1,999,99,99,1,3,1,1,3,1,3,2,-1,-1,-1,2,3,1,8,5,38,49,-1,2,2,-1,1,11,2,-1,1,5,1,8,2,3,1,2,2,3,22,6,1,los guatemaltecos,11,98,6,1,2,2,1,1,2,1,1,1,1,2,3,8,2,1,no les alcanza el dinero que traen,1,2,1,5,5,8,5,5,2,3,2,2,2,1,3,1,1,1,3,8,3,3,3,3,2,3,2,3,20,98,2,1,1,1,1,5,29,5,1,2,2,2,5,5,1,2,1,2,1,1,-1,98,-1,98,0,1,1,2,3,1,2,3,3,2,2,-1,15,EDO. DE MEXICO ECATEPEC,ECATEPEC,2,2,-1,-1,-1,1,2,2,2,2,1,44,1,4,1,-1,2,1,1,4,4,3,2,800,1,988888,98, ,1,4,2,1,1,2,988888,1,2,21,1,62816,32162
 ,27,28,41,1,201-8,15,50,16,27,37,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,2,2,2,3,3,2,3,9,9,9,sin derechos ciudadanos, , ,3,2,3,2,1,3,2,3,3,2,3,1,1,2,2,1,3,2,2,2,3,sin ciudadanía,11,2,98,-1,7,5,8,5,7,8,2,8,98,2,98,98,8,2,5,límites al sur,1,límites al norte,1,999,99,99,2,2,2,2,2,2,2,2,-1,-1,-1,2,3,6,2,1,11,25,-1,1,5,-1,2,-1,-1,-1,2,-1,-1,2,2,2,2,2,2,2,28,7,1,si logran pasar y encontrar trabajo mejora la situación de su familia,12,dejar a la familia,1,1,2,2,1,6,2,3,3,3,3,3,2,2,1,1,99,99,3,3,3,3,3,3,3,2,9,2,2,9,1,2,1,2,9,2,2,2,2,2,2,2,2,3,2,18,11,2,2,2,2,2,2,16,6,1,1,3,3,3,3,2,2,1,2,1,1,-1,5,-1,5,8,2,3,4,2,2,2,2,2,2,2,-1,28,ALTAMIRANO TAMAULIPAS,ALTAMIRANO,0,2,-1,-1,-1,5,2,2,1,9,2,29,1,5,1,-1,2,6,1,4,4,1,1,1800,1,8000,3, ,2,3,3,1,6,2,5,1,3,31,1,16069,8041
 ,28,28,41,1,201-8,14,20,14,55,35,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,6,2,2,3,2,2,2,3,3,3,3,extranjero,ilegal,necesitado,1,1,1,1,2,3,2,3,3,2,2,1,1,1,2,1,2,1,1,1,2,pobre,1,3,-1,-1,5,8,98,8,98,7,98,98,98,7,7,98,98,98,8,Norteamérica,3,centroamericanos,3,17,30,99,2,3,1,3,1,1,3,2,-1,-1,-1,2,3,1,2,6,12,13,-1,2,3,-1,2,-1,-1,-1,2,-1,-1,1,2,8,1,1,1,1,11,1,1,las remesas,11,98,98,1,9,2,1,6,2,1,1,1,1,2,1,3,1,1,98,98,2,2,2,5,1,5,9,2,8,2,1,8,1,2,1,2,2,2,2,2,3,2,1,8,8,4,1,99,37,1,4,2,1,2,5,20,2,1,1,4,4,4,4,3,1,1,1,1,1,2,2,2,2,5,1,1,9,2,9,1,2,3,2,2,-1,28,TAMAULIPAS CD MONTE,TAMAULIPAS CD MONTE,0,1,12,-1,-1,1,2,1,1,9,1,27,1,5,1,-1,1,1,1,1,7,3,3,3200,4,9000,3, ,1,3,3,1,1,3,6,1,3,31,1,16246,8041
 ,29,15,28,14,999-9,13,25,14,6,41,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,2,2,1,2,2,1,1,mexicanos,desigualdad,desesperación,4,4,3,3,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,1,3,sueños muerte,2,1,25,13,98,6,8,7,6,5,98,98,98,5,6,5,6,98,7,injusticia,5,pobreza tráfico,9,15,19,12,1,2,1,3,1,1,3,2,-1,-1,-1,1,1,1,2,6,23,31,-1,4,5,-1,1,12,2,-1,1,2,1,2,3,2,1,2,2,2,14,1,1,remesas,11,desintegración familiar,1,1,2,1,1,1,2,2,1,2,3,1,1,2,1,2,98,98,2,1,1,3,3,4,4,2,3,3,8,2,4,4,1,1,4,2,2,2,2,2,2,2,2,2,3,98,98,3,2,2,1,1,2,26,5,1,5,5,4,5,5,1,2,1,1,2,1,-1,6,6,-1,6,1,3,3,3,3,1,3,1,2,2,-1,9,DF,DISTRITO FEDERAL,1,2,-1,-1,-1,5,1,2,1,2,2,36,1,7,1,3,2,5,1,4,4,2,4,8000,5,8000,3, ,2,4,4,1,1,5,5,1,2,24,4,33489,16534
 ,30,20,188,1,003-6,12,21,13,16,55,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,4,3,4,4,3,3,3,4,4,99, , ,2,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,en busca de trabajo,3,1,15,15,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,indocumentados,7,ejercito,8,999,99,99,3,3,3,3,3,3,3,2,-1,-1,-1,2,4,1,4,6,99,-1,-1,99,-1,-1,2,-1,-1,-1,2,-1,-1,1,2,2,1,1,1,1,12,2,1,dinero,11,97,97,1,9,2,1,6,2,3,2,1,1,2,1,2,2,2,dependen del país de donde vienen son discriminados,3,3,5,2,2,4,2,3,2,1,3,3,2,1,3,2,3,3,3,3,2,3,3,3,2,3,1,3,98,98,3,5,1,1,1,5,23,6,1,2,5,4,5,4,1,2,2,1,1,1,-1,-1,5,3,1,9,3,3,2,1,2,1,3,2,2,-1,20,SAN BERNABE,SAN BERNABE,5,2,-1,-1,-1,5,2,2,2,2,2,61,1,3,1,-1,2,4,1,4,4,2,1,100,1,3000,1, ,2,6,1,1,2,2,3,1,4,43,3,39729,25001
 ,31,14,99,1,280-6,10,4,10,29,25,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,8,4,4,4,4,4,4,4,4,4,4,California,migración,abandono,2,3,3,3,3,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,protegido,8,3,-1,-1,9,8,9,8,7,6,6,8,5,5,7,8,9,9,9,california,3,Cancún,2,58,15,47,1,1,1,1,1,1,1,2,-1,-1,-1,2,4,1,2,4,29,12,16,6,2,3,1,99,2,-1,1,3,2,2,3,3,1,3,3,2,29,5,1,97,97,familias incompletas,1,2,2,2,1,5,2,1,1,1,1,1,3,3,4,2,salir adelante,1,2,1,1,5,1,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2,3,1,2,3,1,9,99,11,3,1,1,1,1,1,12,2,1,2,5,4,5,2,1,2,2,2,2,1,-1,-1,-1,-1,8,1,2,1,2,1,1,1,1,2,2,-1,14,JALISCO GUADALAJARA,GUADALAJARA,3,2,-1,-1,-1,3,2,2,2,2,2,26,2,3,1,-1,1,5,7,-1,-1,-1,-1,-1,-1,5000,1, ,2,3,1,2,1,-1,4,1,1,13,3,51594,25440
